0.0,567,2,0
2.0,588,2,0
4.0,584,2,0
6.0,588,2,0
8.0,600,2,0
10.0,588,2,0
12.0,600,2,0
14.0,584,2,0
16.0,594,2,0
18.0,594,2,0
20.0,594,2,0
22.0,600,2,0
24.0,588,2,0
26.0,588,2,0
28.0,594,2,0
30.0,594,2,0
32.0,600,2,0
34.0,588,2,0
36.0,594,2,0
38.0,600,2,0
40.0,588,2,0
42.0,588,2,0
44.0,588,2,0
46.0,588,2,0
48.0,588,2,0
50.0,588,2,0
52.0,588,2,0
54.0,588,2,0
56.0,588,2,0
58.0,588,2,0
60.0,588,2,0
0.0,594,2,0
2.0,607,2,0
4.0,588,2,0
6.0,607,2,0
8.0,607,2,0
10.0,623,2,0
12.0,615,2,0
14.0,615,2,0
16.0,615,2,0
18.0,615,2,0
20.0,615,2,0
22.0,615,2,0
24.0,615,2,0
26.0,615,2,0
28.0,623,2,0
30.0,607,2,0
32.0,615,2,0
34.0,615,2,0
36.0,615,2,0
40.0,615,2,0
42.0,615,2,0
44.0,615,2,0
46.0,615,2,0
48.0,607,2,0
50.0,623,2,0
52.0,615,2,0
54.0,607,2,0
56.0,623,2,0
58.0,615,2,0
60.0,615,2,0
