0.0,481,4,100
2.0,491,4,100
4.0,496,4,100
6.0,485,4,100
8.0,485,4,100
10.0,485,4,100
12.0,485,4,100
14.0,485,4,100
16.0,481,4,100
18.0,485,4,100
20.0,491,4,100
22.0,485,4,100
24.0,466,4,100
26.0,463,4,100
28.0,459,4,100
30.0,452,4,100
32.0,452,4,100
34.0,444,4,100
36.0,442,4,100
38.0,442,4,100
40.0,434,4,100
42.0,432,4,100
44.0,425,4,100
46.0,425,4,100
48.0,421,4,100
50.0,421,4,100
52.0,421,4,100
54.0,417,4,100
56.0,421,4,100
58.0,421,4,100
60.0,421,4,100
0.0,588,4,100
2.0,600,4,100
4.0,600,4,100
6.0,615,4,100
8.0,607,4,100
10.0,600,4,100
12.0,607,4,100
14.0,600,4,100
16.0,600,4,100
18.0,588,4,100
20.0,588,4,100
22.0,588,4,100
24.0,588,4,100
26.0,574,4,100
28.0,588,4,100
30.0,574,4,100
32.0,567,4,100
36.0,548,4,100
38.0,561,4,100
40.0,548,4,100
42.0,542,4,100
44.0,548,4,100
46.0,536,4,100
48.0,536,4,100
50.0,533,4,100
52.0,536,4,100
54.0,515,4,100
56.0,515,4,100
58.0,505,4,100
60.0,505,4,100
0.0,584,4,100
2.0,594,4,100
4.0,600,4,100
6.0,588,4,100
8.0,588,4,100
10.0,588,4,100
12.0,588,4,100
14.0,588,4,100
16.0,584,4,100
18.0,574,4,100
20.0,548,4,100
22.0,548,4,100
24.0,536,4,100
26.0,536,4,100
30.0,515,4,100
32.0,518,4,100
34.0,518,4,100
38.0,505,4,100
40.0,496,4,100
42.0,500,4,100
46.0,505,4,100
48.0,496,4,100
50.0,500,4,100
52.0,485,4,100
54.0,481,4,100
56.0,485,4,100
58.0,491,4,100
60.0,485,4,100
0.0,588,4,100
2.0,615,4,100
4.0,615,4,100
6.0,615,4,100
8.0,615,4,100
10.0,615,4,100
12.0,607,4,100
14.0,607,4,100
16.0,600,4,100
18.0,588,4,100
20.0,584,4,100
22.0,584,4,100
24.0,588,4,100
26.0,588,4,100
28.0,588,4,100
30.0,584,4,100
32.0,584,4,100
34.0,574,4,100
36.0,567,4,100
40.0,567,4,100
44.0,561,4,100
46.0,542,4,100
48.0,548,4,100
52.0,536,4,100
54.0,536,4,100
56.0,536,4,100
58.0,542,4,100
60.0,533,4,100
