0.0,448,3,0
2.0,448,3,0
4.0,459,3,0
6.0,463,3,0
8.0,452,3,0
12.0,463,3,0
14.0,466,3,0
16.0,466,3,0
18.0,466,3,0
20.0,481,3,0
22.0,485,3,0
24.0,475,3,0
26.0,475,3,0
28.0,475,3,0
32.0,481,3,0
34.0,491,3,0
36.0,481,3,0
38.0,491,3,0
40.0,485,3,0
42.0,491,3,0
44.0,496,3,0
46.0,485,3,0
48.0,491,3,0
50.0,500,3,0
52.0,500,3,0
54.0,491,3,0
56.0,496,3,0
58.0,505,3,0
60.0,491,3,0
0.0,542,3,0
4.0,567,3,0
6.0,561,3,0
8.0,574,3,0
10.0,574,3,0
12.0,574,3,0
14.0,574,3,0
16.0,584,3,0
18.0,574,3,0
20.0,588,3,0
22.0,588,3,0
26.0,594,3,0
28.0,588,3,0
30.0,584,3,0
32.0,588,3,0
34.0,588,3,0
36.0,594,3,0
38.0,588,3,0
40.0,594,3,0
42.0,584,3,0
44.0,588,3,0
46.0,600,3,0
48.0,594,3,0
50.0,607,3,0
52.0,607,3,0
54.0,600,3,0
56.0,607,3,0
58.0,600,3,0
60.0,607,3,0
0.0,643,3,0
2.0,657,3,0
4.0,671,3,0
6.0,671,3,0
8.0,657,3,0
10.0,671,3,0
12.0,671,3,0
14.0,657,3,0
16.0,657,3,0
18.0,650,3,0
20.0,671,3,0
22.0,671,3,0
24.0,671,3,0
26.0,671,3,0
28.0,671,3,0
30.0,671,3,0
32.0,671,3,0
34.0,671,3,0
36.0,657,3,0
38.0,671,3,0
40.0,657,3,0
42.0,678,3,0
44.0,671,3,0
46.0,671,3,0
48.0,671,3,0
50.0,671,3,0
52.0,643,3,0
54.0,686,3,0
56.0,671,3,0
58.0,686,3,0
60.0,671,3,0
0.0,615,3,0
2.0,615,3,0
4.0,623,3,0
6.0,640,3,0
8.0,643,3,0
10.0,643,3,0
12.0,657,3,0
14.0,657,3,0
18.0,657,3,0
20.0,671,3,0
22.0,671,3,0
24.0,671,3,0
26.0,686,3,0
28.0,671,3,0
30.0,686,3,0
32.0,671,3,0
34.0,686,3,0
36.0,686,3,0
38.0,697,3,0
40.0,704,3,0
42.0,710,3,0
44.0,710,3,0
46.0,704,3,0
48.0,697,3,0
50.0,686,3,0
52.0,704,3,0
54.0,704,3,0
56.0,704,3,0
58.0,704,3,0
60.0,710,3,0
