0.0,793,1,0
2.0,813,1,0
4.0,804,1,0
6.0,804,1,0
8.0,813,1,0
10.0,804,1,0
12.0,804,1,0
14.0,804,1,0
16.0,804,1,0
18.0,804,1,0
20.0,804,1,0
22.0,804,1,0
24.0,821,1,0
26.0,813,1,0
28.0,804,1,0
30.0,821,1,0
32.0,804,1,0
34.0,804,1,0
36.0,813,1,0
38.0,813,1,0
40.0,821,1,0
42.0,804,1,0
46.0,821,1,0
48.0,821,1,0
50.0,813,1,0
52.0,821,1,0
54.0,813,1,0
56.0,804,1,0
58.0,813,1,0
60.0,821,1,0
0.0,813,1,0
2.0,832,1,0
4.0,821,1,0
6.0,832,1,0
8.0,821,1,0
10.0,832,1,0
12.0,832,1,0
14.0,821,1,0
16.0,832,1,0
18.0,821,1,0
20.0,832,1,0
22.0,821,1,0
24.0,832,1,0
26.0,821,1,0
28.0,832,1,0
30.0,813,1,0
32.0,832,1,0
34.0,821,1,0
36.0,846,1,0
38.0,813,1,0
40.0,832,1,0
42.0,821,1,0
44.0,832,1,0
46.0,821,1,0
48.0,846,1,0
50.0,846,1,0
52.0,821,1,0
54.0,846,1,0
56.0,846,1,0
58.0,821,1,0
60.0,846,1,0
0.0,855,1,0
2.0,880,1,0
4.0,868,1,0
6.0,868,1,0
8.0,868,1,0
10.0,868,1,0
12.0,868,1,0
14.0,868,1,0
16.0,868,1,0
18.0,868,1,0
20.0,868,1,0
22.0,868,1,0
24.0,868,1,0
26.0,868,1,0
28.0,868,1,0
30.0,868,1,0
32.0,855,1,0
34.0,846,1,0
36.0,846,1,0
38.0,868,1,0
40.0,868,1,0
42.0,868,1,0
44.0,868,1,0
46.0,868,1,0
48.0,868,1,0
50.0,868,1,0
52.0,868,1,0
54.0,868,1,0
56.0,846,1,0
58.0,868,1,0
60.0,868,1,0
0.0,846,1,0
2.0,855,1,0
4.0,855,1,0
6.0,855,1,0
8.0,855,1,0
10.0,855,1,0
12.0,868,1,0
14.0,868,1,0
16.0,868,1,0
18.0,868,1,0
20.0,868,1,0
22.0,868,1,0
24.0,868,1,0
26.0,855,1,0
28.0,855,1,0
30.0,832,1,0
32.0,813,1,0
34.0,813,1,0
36.0,832,1,0
38.0,821,1,0
40.0,813,1,0
42.0,793,1,0
44.0,813,1,0
46.0,804,1,0
48.0,813,1,0
50.0,813,1,0
52.0,813,1,0
54.0,813,1,0
56.0,804,1,0
58.0,804,1,0
60.0,813,1,0
0.0,821,1,0
2.0,832,1,0
4.0,846,1,0
6.0,821,1,0
8.0,832,1,0
10.0,821,1,0
12.0,832,1,0
14.0,821,1,0
16.0,832,1,0
18.0,821,1,0
20.0,846,1,0
22.0,846,1,0
24.0,821,1,0
26.0,846,1,0
28.0,846,1,0
30.0,813,1,0
32.0,821,1,0
36.0,813,1,0
38.0,804,1,0
40.0,832,1,0
42.0,821,1,0
44.0,832,1,0
46.0,813,1,0
48.0,832,1,0
50.0,821,1,0
52.0,832,1,0
54.0,821,1,0
56.0,846,1,0
58.0,846,1,0
60.0,821,1,0
