0.0,533,3,100
2.0,542,3,100
4.0,548,3,100
6.0,542,3,100
8.0,542,3,100
10.0,533,3,100
12.0,536,3,100
14.0,518,3,100
16.0,515,3,100
18.0,505,3,100
20.0,515,3,100
22.0,496,3,100
24.0,496,3,100
26.0,496,3,100
28.0,481,3,100
30.0,485,3,100
32.0,475,3,100
34.0,475,3,100
36.0,481,3,100
38.0,481,3,100
40.0,463,3,100
42.0,459,3,100
44.0,448,3,100
46.0,444,3,100
48.0,444,3,100
50.0,444,3,100
52.0,444,3,100
54.0,448,3,100
56.0,442,3,100
58.0,434,3,100
60.0,434,3,100
0.0,615,3,100
2.0,623,3,100
4.0,615,3,100
6.0,615,3,100
8.0,607,3,100
10.0,615,3,100
12.0,615,3,100
14.0,600,3,100
16.0,607,3,100
18.0,594,3,100
20.0,600,3,100
22.0,588,3,100
24.0,574,3,100
26.0,588,3,100
28.0,584,3,100
30.0,574,3,100
34.0,548,3,100
36.0,542,3,100
38.0,542,3,100
40.0,536,3,100
42.0,533,3,100
46.0,533,3,100
48.0,533,3,100
50.0,524,3,100
52.0,515,3,100
54.0,524,3,100
56.0,536,3,100
58.0,518,3,100
60.0,524,3,100
