0.0,567,2,100
2.0,567,2,100
6.0,548,2,100
8.0,561,2,100
10.0,548,2,100
12.0,567,2,100
16.0,548,2,100
18.0,548,2,100
24.0,536,2,100
26.0,548,2,100
28.0,533,2,100
30.0,524,2,100
32.0,515,2,100
34.0,505,2,100
36.0,515,2,100
38.0,505,2,100
40.0,500,2,100
42.0,496,2,100
44.0,500,2,100
46.0,485,2,100
48.0,496,2,100
50.0,496,2,100
52.0,485,2,100
54.0,496,2,100
56.0,491,2,100
58.0,496,2,100
60.0,485,2,100
0.0,748,2,100
2.0,774,2,100
4.0,748,2,100
6.0,748,2,100
8.0,704,2,100
10.0,697,2,100
12.0,697,2,100
14.0,671,2,100
16.0,650,2,100
18.0,650,2,100
20.0,640,2,100
22.0,629,2,100
24.0,623,2,100
26.0,640,2,100
28.0,640,2,100
30.0,643,2,100
32.0,629,2,100
34.0,640,2,100
36.0,640,2,100
38.0,650,2,100
40.0,650,2,100
42.0,657,2,100
44.0,640,2,100
46.0,640,2,100
48.0,629,2,100
50.0,640,2,100
52.0,629,2,100
54.0,643,2,100
56.0,640,2,100
58.0,629,2,100
60.0,629,2,100
